symbol,open,high,low,close,volume,timestamp
GOOG,196.68,196.7,196.68,196.7,171,2025-01-28T18:16:00.000000Z
GOOG,196.68,196.69,196.54,196.54,103,2025-01-28T18:15:00.000000Z
GOOG,196.68,196.68,196.68,196.68,32,2025-01-28T18:14:00.000000Z
GOOG,196.67,196.7,196.6317,196.7,418,2025-01-28T18:13:00.000000Z
GOOG,196.67,196.68,196.625,196.67,25,2025-01-28T18:12:00.000000Z
GOOG,196.72,196.72,196.67,196.71,160,2025-01-28T18:10:00.000000Z
GOOG,196.67,196.67,196.63,196.63,2,2025-01-28T18:09:00.000000Z
GOOG,196.54,196.54,196.54,196.54,1,2025-01-28T18:08:00.000000Z
GOOG,196.65,196.65,196.6,196.63,111,2025-01-28T18:07:00.000000Z
GOOG,196.62,196.72,196.62,196.6517,478,2025-01-28T18:06:00.000000Z
GOOG,196.65,196.73,196.5,196.65,110,2025-01-28T18:05:00.000000Z
GOOG,196.5,196.66,196.5,196.66,203,2025-01-28T18:04:00.000000Z
GOOG,196.61,196.61,196.61,196.61,4,2025-01-28T18:03:00.000000Z
GOOG,196.66,196.67,196.66,196.67,101,2025-01-28T18:02:00.000000Z
GOOG,196.64,196.64,196.52,196.585,16,2025-01-28T18:01:00.000000Z
GOOG,196.7268,196.7268,196.6,196.6,101,2025-01-28T18:00:00.000000Z
GOOG,196.65,196.73,196.65,196.73,471,2025-01-28T17:59:00.000000Z
GOOG,196.67,196.69,196.67,196.67,41,2025-01-28T17:58:00.000000Z
GOOG,196.68,196.68,196.67,196.67,15,2025-01-28T17:57:00.000000Z
GOOG,196.69,196.71,196.655,196.655,19,2025-01-28T17:56:00.000000Z
GOOG,196.67,196.72,196.66,196.66,70,2025-01-28T17:55:00.000000Z
GOOG,196.67,196.67,196.66,196.66,6,2025-01-28T17:54:00.000000Z
GOOG,196.72,196.72,196.6,196.66,6,2025-01-28T17:53:00.000000Z
GOOG,196.64,196.67,196.64,196.66,43,2025-01-28T17:52:00.000000Z
GOOG,196.6,196.67,196.6,196.665,228,2025-01-28T17:51:00.000000Z
GOOG,196.73,196.73,196.64,196.64,6,2025-01-28T17:50:00.000000Z
GOOG,196.69,196.7,196.665,196.7,236,2025-01-28T17:49:00.000000Z
GOOG,196.78,196.8,196.6,196.7,62,2025-01-28T17:48:00.000000Z
GOOG,196.78,196.79,196.6,196.78,430,2025-01-28T17:47:00.000000Z
GOOG,196.78,196.78,196.61,196.61,51,2025-01-28T17:46:00.000000Z
GOOG,196.67,196.79,196.6,196.6,41,2025-01-28T17:45:00.000000Z
GOOG,196.6016,196.6016,196.6016,196.6016,50,2025-01-28T17:44:00.000000Z
GOOG,196.6,196.8,196.6,196.78,14,2025-01-28T17:43:00.000000Z
GOOG,196.8,196.8,196.8,196.8,20,2025-01-28T17:42:00.000000Z
GOOG,196.6,196.6,196.6,196.6,5,2025-01-28T17:41:00.000000Z
GOOG,196.7,196.7,196.6,196.6,108,2025-01-28T17:40:00.000000Z
GOOG,196.79,196.79,196.6,196.79,59,2025-01-28T17:39:00.000000Z
GOOG,196.65,196.68,196.65,196.68,68,2025-01-28T17:38:00.000000Z
GOOG,196.71,196.71,196.7,196.7,13,2025-01-28T17:37:00.000000Z
GOOG,196.6836,201.38,196.6836,201.38,25,2025-01-28T17:36:00.000000Z
GOOG,196.78,196.79,196.78,196.79,28,2025-01-28T17:35:00.000000Z
GOOG,196.71,196.71,196.71,196.71,1,2025-01-28T17:34:00.000000Z
GOOG,196.8,196.8,196.7,196.7,2,2025-01-28T17:33:00.000000Z
GOOG,196.78,196.79,196.78,196.78,33,2025-01-28T17:32:00.000000Z
GOOG,196.795,196.795,196.795,196.795,50,2025-01-28T17:31:00.000000Z
GOOG,196.795,196.795,196.7,196.7,21,2025-01-28T17:30:00.000000Z
GOOG,196.78,196.8,196.7,196.7,94,2025-01-28T17:29:00.000000Z
GOOG,196.71,196.71,196.6047,196.71,168,2025-01-28T17:28:00.000000Z
GOOG,196.695,196.695,196.695,196.695,1,2025-01-28T17:27:00.000000Z
GOOG,196.78,196.78,196.6,196.6,89,2025-01-28T17:26:00.000000Z
GOOG,196.7896,196.7896,196.7896,196.7896,1,2025-01-28T17:25:00.000000Z
GOOG,196.78,196.79,196.63,196.69,402,2025-01-28T17:24:00.000000Z
GOOG,196.71,196.78,196.71,196.78,11,2025-01-28T17:23:00.000000Z
GOOG,196.63,196.73,196.63,196.72,302,2025-01-28T17:22:00.000000Z
GOOG,196.71,196.79,196.71,196.72,240,2025-01-28T17:21:00.000000Z
GOOG,196.77,196.79,196.63,196.7899,122,2025-01-28T17:20:00.000000Z
GOOG,196.8,196.8,196.8,196.8,2,2025-01-28T17:19:00.000000Z
GOOG,196.79,196.79,196.715,196.715,26,2025-01-28T17:18:00.000000Z
GOOG,196.63,196.63,196.63,196.63,1,2025-01-28T17:17:00.000000Z
GOOG,196.8,196.8,196.72,196.72,61,2025-01-28T17:16:00.000000Z
GOOG,196.7999,196.7999,196.66,196.75,299,2025-01-28T17:15:00.000000Z
GOOG,196.66,196.66,196.66,196.66,10,2025-01-28T17:14:00.000000Z
GOOG,196.7,196.76,196.7,196.75,168,2025-01-28T17:13:00.000000Z
GOOG,196.75,196.75,196.74,196.74,21,2025-01-28T17:12:00.000000Z
GOOG,196.66,196.66,196.66,196.66,3,2025-01-28T17:11:00.000000Z
GOOG,196.75,196.8,196.75,196.8,2,2025-01-28T17:10:00.000000Z
GOOG,196.75,196.79,196.64,196.64,114,2025-01-28T17:09:00.000000Z
GOOG,196.75,196.8,196.75,196.8,13,2025-01-28T17:08:00.000000Z
GOOG,196.64,196.64,196.64,196.64,1,2025-01-28T17:07:00.000000Z
GOOG,196.7962,196.7962,196.7962,196.7962,550,2025-01-28T17:06:00.000000Z
GOOG,196.75,196.8,196.72,196.8,11,2025-01-28T17:05:00.000000Z
GOOG,196.79,196.8,196.72,196.72,12,2025-01-28T17:04:00.000000Z
GOOG,196.8,196.8,196.78,196.8,613,2025-01-28T17:03:00.000000Z
GOOG,196.79,196.8,196.59,196.59,86,2025-01-28T17:02:00.000000Z
GOOG,200.178,200.178,196.61,196.8,908,2025-01-28T17:01:00.000000Z
GOOG,196.65,196.8,196.65,196.74,481,2025-01-28T17:00:00.000000Z
GOOG,196.64,196.69,196.64,196.69,17,2025-01-28T16:59:00.000000Z
GOOG,196.74,196.74,196.74,196.74,50,2025-01-28T16:58:00.000000Z
GOOG,196.74,196.74,188.7306,196.73,231,2025-01-28T16:57:00.000000Z
GOOG,196.7,196.74,196.7,196.74,200,2025-01-28T16:56:00.000000Z
GOOG,196.73,196.74,196.65,196.7,360,2025-01-28T16:55:00.000000Z
GOOG,196.71,196.71,188.7306,188.7306,44,2025-01-28T16:54:00.000000Z
GOOG,196.75,196.75,196.712,196.712,60,2025-01-28T16:53:00.000000Z
GOOG,196.7,196.72,196.7,196.7,121,2025-01-28T16:52:00.000000Z
GOOG,196.69,196.79,196.5969,196.5969,23,2025-01-28T16:51:00.000000Z
GOOG,196.72,196.72,196.65,196.65,557,2025-01-28T16:50:00.000000Z
GOOG,196.6,196.69,188.7306,196.69,331,2025-01-28T16:49:00.000000Z
GOOG,200.178,200.178,196.6,196.6,893,2025-01-28T16:48:00.000000Z
GOOG,196.71,196.75,196.66,196.71,959,2025-01-28T16:47:00.000000Z
GOOG,196.76,196.76,196.76,196.76,1,2025-01-28T16:46:00.000000Z
GOOG,196.651,196.76,196.65,196.76,110,2025-01-28T16:45:00.000000Z
GOOG,196.6,196.64,196.59,196.64,675,2025-01-28T16:43:00.000000Z
GOOG,196.6,196.6,196.58,196.58,77,2025-01-28T16:42:00.000000Z
GOOG,196.57,196.6,196.57,196.6,100,2025-01-28T16:41:00.000000Z
GOOG,196.6,197.07,196.57,196.6,1042,2025-01-28T16:40:00.000000Z
GOOG,196.58,196.6,196.57,196.57,173,2025-01-28T16:39:00.000000Z
GOOG,197.07,197.07,196.55,196.6,1937,2025-01-28T16:38:00.000000Z
GOOG,196.57,196.6,196.57,196.6,416,2025-01-28T16:37:00.000000Z
GOOG,196.56,196.6,196.5,196.5995,1493,2025-01-28T16:36:00.000000Z
GOOG,196.77,196.79,196.57,196.57,4541,2025-01-28T16:35:00.000000Z
GOOG,196.79,197.07,196.63,196.77,99819,2025-01-28T16:34:00.000000Z
GOOG,196.7978,196.7978,196.71,196.71,13,2025-01-28T16:33:00.000000Z
GOOG,196.95,196.95,196.68,196.79,3240,2025-01-28T16:32:00.000000Z
GOOG,196.96,196.96,196.94,196.96,224,2025-01-28T16:31:00.000000Z
GOOG,196.92,196.95,196.92,196.93,434,2025-01-28T16:30:00.000000Z
GOOG,196.9695,196.9695,196.92,196.92,51,2025-01-28T16:29:00.000000Z
GOOG,196.97,196.97,196.97,196.97,1,2025-01-28T16:28:00.000000Z
GOOG,196.93,196.97,196.93,196.93,128,2025-01-28T16:26:00.000000Z
GOOG,196.94,196.96,196.92,196.93,408,2025-01-28T16:25:00.000000Z
GOOG,196.91,196.96,196.91,196.94,338,2025-01-28T16:24:00.000000Z
GOOG,196.91,196.92,196.91,196.9107,333,2025-01-28T16:23:00.000000Z
GOOG,196.86,196.97,196.86,196.97,14,2025-01-28T16:22:00.000000Z
GOOG,196.96,197.0,196.96,196.97,3,2025-01-28T16:21:00.000000Z
GOOG,197.07,197.07,196.86,196.93,10974,2025-01-28T16:20:00.000000Z
GOOG,196.86,196.9,196.86,196.89,59,2025-01-28T16:19:00.000000Z
GOOG,196.92,196.92,196.86,196.86,320,2025-01-28T16:18:00.000000Z
GOOG,196.87,196.9199,196.87,196.9199,18,2025-01-28T16:17:00.000000Z
GOOG,196.8617,196.87,196.8617,196.87,22,2025-01-28T16:16:00.000000Z
GOOG,197.07,197.07,196.85,196.92,135,2025-01-28T16:15:00.000000Z
GOOG,196.9199,196.92,196.86,196.86,520,2025-01-28T16:14:00.000000Z
GOOG,196.8517,196.9,196.8517,196.9,321,2025-01-28T16:13:00.000000Z
GOOG,196.82,196.865,196.81,196.865,48,2025-01-28T16:12:00.000000Z
GOOG,196.92,196.92,196.92,196.92,1,2025-01-28T16:11:00.000000Z
GOOG,196.87,196.9195,194.81,196.86,33,2025-01-28T16:10:00.000000Z
GOOG,196.82,196.865,196.82,196.865,6,2025-01-28T16:09:00.000000Z
GOOG,196.82,196.91,196.82,196.82,17,2025-01-28T16:08:00.000000Z
GOOG,196.9,196.9,196.82,196.82,59,2025-01-28T16:07:00.000000Z
GOOG,196.81,197.04,196.81,196.925,292,2025-01-28T16:06:00.000000Z
GOOG,197.07,197.07,196.81,197.05,4804,2025-01-28T16:05:00.000000Z
GOOG,196.98,197.16,196.98,197.05,5774,2025-01-28T16:04:00.000000Z
GOOG,197.0,197.0511,196.94,197.0,404,2025-01-28T16:03:00.000000Z
GOOG,197.07,197.07,196.9012,197.056,75625,2025-01-28T16:02:00.000000Z
GOOG,197.03,197.11,196.61,197.07,214433,2025-01-28T16:01:00.000000Z
GOOG,197.01,197.07,196.5,196.98,4688848,2025-01-28T16:00:00.000000Z
GOOG,197.14,197.22,196.98,197.01,392532,2025-01-28T15:59:00.000000Z
GOOG,197.14,197.19,197.06,197.135,144211,2025-01-28T15:58:00.000000Z
GOOG,197.19,197.22,197.13,197.13,93115,2025-01-28T15:57:00.000000Z
GOOG,197.07,197.2,197.05,197.195,99175,2025-01-28T15:56:00.000000Z
GOOG,197.01,197.15,196.94,197.08,127965,2025-01-28T15:55:00.000000Z
GOOG,196.38,197.02,196.36,197.015,186252,2025-01-28T15:54:00.000000Z
GOOG,196.42,196.42,196.31,196.389,48502,2025-01-28T15:53:00.000000Z
GOOG,196.47,196.5,196.35,196.395,47447,2025-01-28T15:52:00.000000Z
GOOG,196.49,196.6099,196.47,196.47,54083,2025-01-28T15:51:00.000000Z
GOOG,196.66,196.66,196.24,196.49,93867,2025-01-28T15:50:00.000000Z
GOOG,196.6901,196.6901,196.58,196.64,32144,2025-01-28T15:49:00.000000Z
GOOG,196.74,196.76,196.68,196.7,33905,2025-01-28T15:48:00.000000Z
GOOG,196.915,196.915,196.72,196.76,33655,2025-01-28T15:47:00.000000Z
GOOG,196.93,196.93,196.83,196.91,21123,2025-01-28T15:46:00.000000Z
GOOG,197.09,197.09,196.88,196.93,35621,2025-01-28T15:45:00.000000Z
GOOG,197.025,197.11,197.025,197.1,33254,2025-01-28T15:44:00.000000Z
GOOG,197.0405,197.0405,197.0,197.02,30968,2025-01-28T15:43:00.000000Z
GOOG,197.06,197.06,197.01,197.06,30974,2025-01-28T15:42:00.000000Z
GOOG,196.99,197.07,196.98,197.07,24216,2025-01-28T15:41:00.000000Z
GOOG,196.945,196.98,196.91,196.98,24401,2025-01-28T15:40:00.000000Z
GOOG,196.965,196.97,196.93,196.946,17211,2025-01-28T15:39:00.000000Z
GOOG,197.01,197.05,196.96,196.98,32891,2025-01-28T15:38:00.000000Z
GOOG,196.97,197.02,196.96,197.015,27538,2025-01-28T15:37:00.000000Z
GOOG,197.0654,197.0654,196.98,196.98,26543,2025-01-28T15:36:00.000000Z
GOOG,197.035,197.11,197.025,197.07,29029,2025-01-28T15:35:00.000000Z
GOOG,197.06,197.06,197.0,197.0389,22288,2025-01-28T15:34:00.000000Z
GOOG,197.03,197.09,197.0,197.0799,26862,2025-01-28T15:33:00.000000Z
GOOG,196.988,197.06,196.93,197.03,26820,2025-01-28T15:32:00.000000Z
GOOG,196.92,197.01,196.91,197.0,32499,2025-01-28T15:31:00.000000Z
GOOG,196.95,196.96,196.89,196.91,25285,2025-01-28T15:30:00.000000Z
GOOG,196.915,196.94,196.86,196.94,24873,2025-01-28T15:29:00.000000Z
GOOG,196.855,196.945,196.85,196.915,18918,2025-01-28T15:28:00.000000Z
GOOG,196.88,196.93,196.84,196.872,59986,2025-01-28T15:27:00.000000Z
GOOG,196.94,196.94,196.84,196.9,20949,2025-01-28T15:26:00.000000Z
GOOG,197.05,197.05,196.91,196.94,27102,2025-01-28T15:25:00.000000Z
GOOG,197.05,197.11,197.04,197.07,24670,2025-01-28T15:24:00.000000Z
GOOG,197.08,197.13,197.055,197.0564,21115,2025-01-28T15:23:00.000000Z
GOOG,197.06,197.092,197.0444,197.08,23000,2025-01-28T15:22:00.000000Z
GOOG,197.205,197.205,196.99,197.05,22648,2025-01-28T15:21:00.000000Z
GOOG,197.1952,197.23,197.16,197.21,43158,2025-01-28T15:20:00.000000Z
GOOG,197.11,197.2,197.09,197.195,59155,2025-01-28T15:19:00.000000Z
GOOG,197.03,197.1123,197.02,197.1123,29979,2025-01-28T15:18:00.000000Z
GOOG,197.03,197.08,197.025,197.04,37202,2025-01-28T15:17:00.000000Z
GOOG,196.9999,197.03,196.985,197.02,24029,2025-01-28T15:16:00.000000Z
GOOG,196.95,197.01,196.94,197.0,36927,2025-01-28T15:15:00.000000Z
GOOG,196.97,197.0,196.95,196.96,27871,2025-01-28T15:14:00.000000Z
GOOG,196.93,196.98,196.895,196.96,23824,2025-01-28T15:13:00.000000Z
GOOG,196.9,196.94,196.88,196.92,20878,2025-01-28T15:12:00.000000Z
GOOG,196.84,196.9,196.81,196.895,24230,2025-01-28T15:11:00.000000Z
GOOG,196.72,196.86,196.665,196.84,27768,2025-01-28T15:10:00.000000Z
GOOG,196.59,196.74,196.58,196.74,13224,2025-01-28T15:09:00.000000Z
GOOG,196.6,196.69,196.57,196.58,27687,2025-01-28T15:08:00.000000Z
GOOG,196.56,196.62,196.54,196.59,13943,2025-01-28T15:07:00.000000Z
GOOG,196.69,196.72,196.55,196.55,16698,2025-01-28T15:06:00.000000Z
GOOG,196.69,196.71,196.58,196.71,17974,2025-01-28T15:05:00.000000Z
GOOG,196.65,196.71,196.62,196.69,16826,2025-01-28T15:04:00.000000Z
GOOG,196.6068,196.67,196.525,196.65,20487,2025-01-28T15:03:00.000000Z
GOOG,196.575,196.65,196.54,196.6,22165,2025-01-28T15:02:00.000000Z
GOOG,196.58,196.6,196.56,196.585,20355,2025-01-28T15:01:00.000000Z
GOOG,196.49,196.6099,196.49,196.58,27607,2025-01-28T15:00:00.000000Z
GOOG,196.48,196.51,196.47,196.48,15226,2025-01-28T14:59:00.000000Z
GOOG,196.4489,196.49,196.445,196.47,34360,2025-01-28T14:58:00.000000Z
GOOG,196.45,196.461,196.3984,196.44,21353,2025-01-28T14:57:00.000000Z
GOOG,196.59,196.6,196.44,196.44,28322,2025-01-28T14:56:00.000000Z
GOOG,196.59,196.64,196.58,196.5856,32082,2025-01-28T14:55:00.000000Z
GOOG,196.59,196.63,196.58,196.5999,21540,2025-01-28T14:54:00.000000Z
GOOG,196.59,196.61,196.53,196.59,27735,2025-01-28T14:53:00.000000Z
GOOG,196.57,196.59,196.52,196.58,10853,2025-01-28T14:52:00.000000Z
GOOG,196.74,196.75,196.56,196.56,44901,2025-01-28T14:51:00.000000Z
GOOG,196.53,196.77,196.515,196.74,97337,2025-01-28T14:50:00.000000Z
GOOG,196.592,196.6,196.5,196.53,24193,2025-01-28T14:49:00.000000Z
GOOG,196.52,196.6,196.48,196.55,19059,2025-01-28T14:48:00.000000Z
GOOG,196.54,196.6,196.52,196.54,20209,2025-01-28T14:47:00.000000Z
GOOG,196.565,196.63,196.54,196.5403,32286,2025-01-28T14:46:00.000000Z
GOOG,196.63,196.66,196.57,196.57,50174,2025-01-28T14:45:00.000000Z
GOOG,196.68,196.7,196.57,196.625,36472,2025-01-28T14:44:00.000000Z
GOOG,196.65,196.74,196.63,196.676,63979,2025-01-28T14:43:00.000000Z
GOOG,196.66,196.68,196.63,196.66,16072,2025-01-28T14:42:00.000000Z
GOOG,196.65,196.685,196.63,196.68,13800,2025-01-28T14:41:00.000000Z
GOOG,196.73,196.75,196.67,196.67,19737,2025-01-28T14:40:00.000000Z
GOOG,196.73,196.76,196.7,196.73,25533,2025-01-28T14:39:00.000000Z
GOOG,196.73,196.75,196.7,196.74,16645,2025-01-28T14:38:00.000000Z
GOOG,196.69,196.7605,196.69,196.72,17023,2025-01-28T14:37:00.000000Z
GOOG,196.71,196.75,196.68,196.69,28089,2025-01-28T14:36:00.000000Z
GOOG,196.72,196.73,196.66,196.685,16840,2025-01-28T14:35:00.000000Z
GOOG,196.71,196.74,196.69,196.73,13644,2025-01-28T14:34:00.000000Z
GOOG,196.71,196.72,196.685,196.69,12029,2025-01-28T14:33:00.000000Z
GOOG,196.72,196.755,196.69,196.72,17896,2025-01-28T14:32:00.000000Z
GOOG,196.66,196.7216,196.66,196.71,11557,2025-01-28T14:31:00.000000Z
GOOG,196.62,196.68,196.605,196.67,10385,2025-01-28T14:30:00.000000Z
GOOG,196.645,196.65,196.61,196.61,14831,2025-01-28T14:29:00.000000Z
GOOG,196.6761,196.685,196.6407,196.645,14273,2025-01-28T14:28:00.000000Z
GOOG,196.64,196.68,196.635,196.674,18511,2025-01-28T14:27:00.000000Z
GOOG,196.6,196.6498,196.5602,196.64,26193,2025-01-28T14:26:00.000000Z
GOOG,196.54,196.6005,196.5,196.6005,16872,2025-01-28T14:25:00.000000Z
GOOG,196.57,196.575,196.525,196.5482,21176,2025-01-28T14:24:00.000000Z
GOOG,196.6,196.62,196.57,196.59,17077,2025-01-28T14:23:00.000000Z
GOOG,196.59,196.615,196.59,196.59,11715,2025-01-28T14:22:00.000000Z
GOOG,196.64,196.652,196.5809,196.5809,11965,2025-01-28T14:21:00.000000Z
GOOG,196.61,196.669,196.61,196.65,10697,2025-01-28T14:20:00.000000Z
GOOG,196.67,196.6706,196.6,196.6,10792,2025-01-28T14:19:00.000000Z
GOOG,196.72,196.755,196.66,196.66,14009,2025-01-28T14:18:00.000000Z
GOOG,196.7052,196.76,196.7,196.7265,10997,2025-01-28T14:17:00.000000Z
GOOG,196.74,196.765,196.71,196.715,14939,2025-01-28T14:16:00.000000Z
GOOG,196.71,196.76,196.7,196.74,27368,2025-01-28T14:15:00.000000Z
GOOG,196.655,196.73,196.655,196.72,12901,2025-01-28T14:14:00.000000Z
GOOG,196.7,196.7,196.6,196.66,20990,2025-01-28T14:13:00.000000Z
GOOG,196.61,196.69,196.58,196.69,13775,2025-01-28T14:12:00.000000Z
GOOG,196.575,196.655,196.562,196.61,25230,2025-01-28T14:11:00.000000Z
